DOC_TYPE_CD,DOC_TYPE_VERSION_TXT,QUES_CODE_SYSTEM_CD,QUES_CODE_SYSTEM_DESC_TXT,DATA_TYPE,QUESTION_IDENTIFIER,QUES_DISPLAY_NAME,SECTION_NM,SENDING_SYSTEM_CD
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV106","First Name","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV107","Jurisdiction","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV108","Program Area","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV109","Investigation Status","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV110","Date Assigned to Investigation","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV111","Date of Report","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV112","Reporting Source Type","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV114","Source Name","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV116","City","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV117","State","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV118","Zip","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV120","County","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV121","State","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV122","Telephone","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV123","Ext.","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV124","Physician Last Name","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV125","Physician First Name","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV126","Physician Telephone","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV127","Ext.","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV128","Was the patient hospitalized?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV129","Hospital Name","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV132","Admission Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV133","Discharge Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","INV134","Duration of Stay","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV136","Diagnosis Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV137","Illness Onset Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV138","Illness End Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","INV139","Illness Duration","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV140","Illness Duration Units","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","INV143","Age at Onset","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV144","Age at Onset Units","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV145","Did the patient die from this illness?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV146","Date of Death","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV147","Investigation Start Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV148","Is this person associated with a day care facility?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV149","Is this person a food handler?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV150","Is this case part of an outbreak?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV151","Outbreak Name","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV152","Where was the disease acquired?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV153","Imported Country","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV154","Imported State","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV155","Imported City","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV156","Imported County","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV157","Transmission Mode","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV159","Detection Method","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV161","Confirmation Method","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV162","Confirmation Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV163","Case Status","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV165","MMWR Week","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV166","MMWR Year","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV167","General Comments","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV168","Investigation ID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV169","Condition","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV173","State Case ID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","INV174","Shared Indicator","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV176","Date CDC was first verbally notified of this case","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV177","Date First Reported to PHD","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV178","Pregnancy Status","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV179","PID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","PART","INV180","Investigator","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","PART","INV181","Reporting Provider","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","PART","INV182","Physician","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","PART","INV183","Reporting Organization","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","PART","INV184","Hospital","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV190","Person Reporting to CDC - Name","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV191","Person Reporting to CDC - Phone Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV198","City/County Case ID:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV200","Legacy Case ID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","INV2001","Reported Age","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV2002","Reported Age Units","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV2006","Investigation Close Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","INV207","Investigator:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV217","Is there an epidemiologic link between this patinet and a laboratory-confirmed case?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","INV218","[NO LABEL] UID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","INV225","[NO LABEL] UID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","INV233","If pregnant, Gestational Weeks#","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","INV247","Physician:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","INV257","Contact Investigation Priority:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE/TIME","INV258","Infectious Period From:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE/TIME","INV259","Infectious Period To:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","INV260","Contact Investigation Status:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","INV261","Contact Investigation Comments:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV272","Signs and Symptoms Associated with Patient","Signs and Symptoms","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV290","Diagnostic Lab Tests - Arboviral","Diagnostic Lab Test Findings","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV291","Diagnostic Lab Test Findings","Diagnostic Lab Test Findings","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV361","Conjunctivitis","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.1","LOINC","CODED","INV501","Country of Usual Residence","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV502","Country of Exposure","Exposure Location","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV503","State or Province of Exposure","Exposure Location","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV504","City of Exposure","Exposure Location","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV505","County of Exposure","Exposure Location","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV515","Binational Reporting Criteria","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.1","LOINC","CODED","INV575","Reason for Testing (check all that apply)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV576","Is patient symptomatic?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV578","Was the patient jaundiced?","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.1","LOINC","DATE","INV579","Due Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV580","Did patient receive blood or blood products (transfusion)?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV583","Prior to the onset of symptoms, did the patient udergo hemodialysis?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV590","Prior to onset, patient employed in a medical or dental field involving contact with human blood","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV592","What is the sexual preference of the patient","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV594","If yes, frequency of direct blood contact","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV595","Employed as a public safety worker having direct contact with human blood","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV596","If yes, frequency of direct blood contact","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV597","Did hte patient receive a tattoo","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV598","Where was the tattooing performed (check all that apply)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV602","During the 2-6 weeks prior to onset, was patient a contact of a case?","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.96","SNOMED-CT","CODED","INV603_1","babysitter of this patient (contact type)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV603_2","child cared for by this patient (contact type)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV603_3","household member (non-sexual) (contact type)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV603_4","playmate (contact type)","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.96","SNOMED-CT","CODED","INV603_5","sex partner (contact type)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV603_6","other (contact type)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","INV605","In the 2-6 weeks prior to onset, how many male sex partners did the patient have","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","INV606","In the 2-6 weeks prior to onset, how many female sex partners did the patient have","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV607","In the 2-6 weeks prior to onset, did the patient inject drugs","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV608","In the 2-6 weeks prior to onset, did the patient use street drugs but not inject","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV609","If yes, was the outbreak Foodborne - Associasted with Infected Food Handler","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV610","If yes, was the outbreak Foodborne - NOT associated with an infected food handler","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV611","Specify food item","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV612","If yes, was the outbreak waterborne?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV613","If yes, was the oubreak source not identified?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV614","If yes, date of transfusion","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV615","Was the patient a child or employee in a day care center/nursery/preschool?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV616","Was the patient a household contact of a child or employee in a day care/nursery/preschool?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV617","Did patient have other exposure to someone else's blood","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV618","Is the patient suspected as being part of a common-source outbreak?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV620","Did patient receive any IV infusions and/or injections in the outpatient setting","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV621","Was the patient employed as a food handler during the TWO WEEKS prior to onset or while ill?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV622","Did the patient have any part of their body pierced (other than ear)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV623","Where was the piercing performed (check all that apply)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV633","Did the patient have dental work or oral surgery","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV634","Did the patient have surgery (other than oral surgery)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV635","Prior to the onset of symptoms, was the patient hospitalized","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV636","Prior to onset, was the patient a resident of a long-term care facility","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV637","Was the patient incarcerated for longer than 24 hours","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.86","UMLS","CODED","INV638_1","Jail","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.86","UMLS","CODED","INV638_2","Juvenile Facility","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.86","UMLS","CODED","INV638_3","Prison","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV639","Was the patient ever incarcerated for longer than 6 months","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","INV640","If yes, what year was the most recnet incarceration","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","INV641","If yes, for how long (answer in months)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","INV642","How many sex partners has the patient had?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV643","Has the patient ever injected drugs?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV644","Was the patient ever on long-term hemodialysis?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV645","Did the patient receive a blood transfusion prior to 1992?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV646","Did the patient receive an organ transplant prior to 1992?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV647","Did the patient receive clotting factor concentrates prior to 1987?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV648","Patient ever employed in a medical or dental field involving direct contact with human blood","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV649","Was the patient ever incarcerated","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV650","Was the patient aware s/he had the condition prior to lab testing?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV651","Does the patient have a provider of care for the condition?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV652","Has the patient received medication for the type of hepatitis being reported","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV653b","Was the subject ever treated for a sexually transmitted disease?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","INV654","If yes, in what year was the most recent treatment?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV655","Patient had accidental stick or puncture with a needle or other object contaminated with blood?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV826","Date of Test Result","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV826b","Date of Test Result","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","INV827","Test Result Upper Limit Normal","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","INV827b","Liver Enzyme Upper Limit Normal","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV829","Was the patient ever a contact of a  person who had hepatitis?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV831","Did the patient have a co-infection with Hepatitis D?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV832","Did the patient have a negative hepatitis-related test in the previous 6 months","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV840","Was the patient tested for hepatitis D","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.1","LOINC","TEXT","INV841","Anti-HCV signal to cut-off ratio","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV842","Diabetes diagnosis date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","INV843","Verified Test Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV886","Notification Comments to CDC","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV887","Does the patient have diabetes?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV896","If yes for either of these, was there an identified hepatitis case in the child care facility","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV897","other contact type (specify)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV898","Other blood exposure (specify)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV899","Specify other location(s) where the patient received a piercing","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV900","Other location(s) tattoo received","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV901","Other reason for testing","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV908_1","Mother-Infant Case ID Linkage 1","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV908_2","Mother-Infant Case ID Linkage 2","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","INV908_3","Mother-Infant Case ID Linkage 3","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","INV909","Pregnancy Complications","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","IXS098","Interview Local ID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","IXS100","Interview Status","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","IXS101","Date of Interview","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","PART","IXS102","Interviewer","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","IXS103","Interviewee Role","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","PART","IXS104","Interviewee","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","IXS105","Interview Type","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","IXS106","Interview Location","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","IXS107","900 Site ID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","IXS108","900 Site Zip Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","IXS109","900 Site Type","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","IXS110","Interventions","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","IXS111","Interview Notes","Interview Notes","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","LAB606","Performing Lab Type","Diagnostic Lab Test Findings","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","LAB617","Serum Paired Antibody Test Interpretation","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.1","LOINC","CODED","LP38316_3","total anti-HAV","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","LP38316_3_DT","Specimen Collection Date (anti-HAV)","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.1","LOINC","CODED","LP38318_9","IgM anti-HAV","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","LP38318_9_DT","Specimen Collection Date (IgM anti-HAV)","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.1","LOINC","CODED","LP38320_5","HEP B DNA/(NAT)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","LP38320_5_DT","Specimen Collection Date (HEP B DNA/NAT)","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.1","LOINC","CODED","LP38323_9","total anti-HBc","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","LP38323_9_DT","Specimen Collection Date (total anti-HBc)","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.1","LOINC","CODED","LP38325_4","IgM anti-HBc","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","LP38325_4_DT","Specimen Collection Date (IgM anti-HBc)","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.1","LOINC","CODED","LP38329_6","HBeAg","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","LP38329_6_DT","Specimen Collection Date (HBeAg)","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.1","LOINC","CODED","LP38331_2","HBsAg","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","LP38331_2_DT","Specimen Collection Date (HBsAg)","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.1","LOINC","CODED","LP38332_0","total anti-HCV","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","LP38332_0_DT","Specimen Collection Date (total anti-HCV)","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.1","LOINC","CODED","LP38335_3","HCV RNA","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","LP38335_3_DT","Specimen Collection Date (HCV RNA)","NULL","NBS"
