ANS_FROM_CODE,ANS_FROM_CODE_SYSTEM_CD,ANS_FROM_CODE_SYSTEM_DESC_TXT,ANS_FROM_DISPLAY_NM,ANS_TO_CODE,ANS_TO_CODE_SYSTEM_CD,ANS_TO_CODE_SYSTEM_DESC_TXT,ANS_TO_DISPLAY_NM,CODE_TRANSLATION_REQUIRED,DOC_TYPE_CD,DOC_TYPE_VERSION_TXT,QUES_CODE_SYSTEM_CD,QUESTION_IDENTIFIER,SENDING_SYSTEM_CD
"498","1.0.3166.1","Country (ISO 3166-1)","Republic of Moldova","MDA","1.0.3166.1","Country (ISO 3166-1)","MOLDOVA, REPUBLIC OF","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167","NBS"
"498","1.0.3166.1","Country (ISO 3166-1)","Republic of Moldova","MDA","1.0.3166.1","Country (ISO 3166-1)","MOLDOVA, REPUBLIC OF","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167_W","NBS"
"498","1.0.3166.1","Country (ISO 3166-1)","Republic of Moldova","MDA","1.0.3166.1","Country (ISO 3166-1)","MOLDOVA, REPUBLIC OF","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","INV153","NBS"
"5","2.16.840.1.113883.12.292","Vaccines administered (CVX)","Measles","05","2.16.840.1.113883.12.292","Vaccines administered (CVX)","measles virus vaccine","YES","PHDC","1.3","2.16.840.1.113883.6.1","VAC101","NBS"
"5","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","5","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","NO","PHDC","1.3","2.16.840.1.113883.6.1","NOT116","NBS"
"5","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","5","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","NOT116","NBS"
"5","2.16.840.1.114222.4.5.274","PHIN VS (CDC Local Coding System)","Historical information - from patient or parent's written record","PHC1436","2.16.840.1.114222.4.5.274","PHIN VS (CDC Local Coding System)","Historical information - from patient or parent's written record","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","VAC147","NBS"
"5","L","Local","5 - No Prev Test, New Pos","5","L","Local","5 - No Prev Test, New Pos","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","CON114","NBS"
"5","L","Local","Acyclovir, 400 mg, PO, TID, x 5 days","5","L","Local","Acyclovir, 400 mg, PO, TID, x 5 days","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT101","NBS"
"50","1.0.3166.1","Country (ISO 3166-1)","BANGLADESH","BGD","1.0.3166.1","Country (ISO 3166-1)","BANGLADESH","YES","PHDC","1.3","2.16.840.1.113883.6.1","DEM126","NBS"
"50","1.0.3166.1","Country (ISO 3166-1)","Bangladesh","BGD","1.0.3166.1","Country (ISO 3166-1)","BANGLADESH","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","NPP024","NBS"
"50","1.0.3166.1","Country (ISO 3166-1)","Bangladesh","BGD","1.0.3166.1","Country (ISO 3166-1)","BANGLADESH","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","ORD116","NBS"
"50","1.0.3166.1","Country (ISO 3166-1)","Bangladesh","BGD","1.0.3166.1","Country (ISO 3166-1)","BANGLADESH","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC116","NBS"
"50","1.0.3166.1","Country (ISO 3166-1)","BANGLADESH","BGD","1.0.3166.1","Country (ISO 3166-1)","BANGLADESH","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM126","NBS"
"50","1.0.3166.1","Country (ISO 3166-1)","Bangladesh","BGD","1.0.3166.1","Country (ISO 3166-1)","BANGLADESH","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167","NBS"
"50","1.0.3166.1","Country (ISO 3166-1)","Bangladesh","BGD","1.0.3166.1","Country (ISO 3166-1)","BANGLADESH","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167_W","NBS"
"50","1.0.3166.1","Country (ISO 3166-1)","Bangladesh","BGD","1.0.3166.1","Country (ISO 3166-1)","BANGLADESH","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","INV153","NBS"
"50","2.16.840.1.113883.12.292","Vaccines administered (CVX)","DtaP-Hib","50","2.16.840.1.113883.12.292","Vaccines administered (CVX)","DTaP-Haemophilus influenzae type b conjugate vaccine","NO","PHDC","1.3","2.16.840.1.113883.6.1","VAC101","NBS"
"50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","NO","PHDC","1.3","2.16.840.1.113883.6.1","NOT109","NBS"
"50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","NO","PHDC","1.3","2.16.840.1.113883.6.1","NOT116","NBS"
"50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","DEM162_W","NBS"
"50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS021","NBS"
"50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS032","NBS"
"50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS039","NBS"
"50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS052","NBS"
"50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC113","NBS"
"50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162","NBS"
"50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162_W","NBS"
"50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV117","NBS"
"50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV154","NBS"
"50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","NOT109","NBS"
"50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","50","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Vermont","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","NOT116","NBS"
"50","L","Local","EES (Erythromycin Ethylsuccinate), 400 mg, PO, QID","50","L","Local","EES (Erythromycin Ethylsuccinate), 400 mg, PO, QID","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT101","NBS"
"500","1.0.3166.1","Country (ISO 3166-1)","MONTSERRAT","MSR","1.0.3166.1","Country (ISO 3166-1)","MONTSERRAT","YES","PHDC","1.3","2.16.840.1.113883.6.1","DEM126","NBS"
"500","1.0.3166.1","Country (ISO 3166-1)","Montserrat","MSR","1.0.3166.1","Country (ISO 3166-1)","MONTSERRAT","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","NPP024","NBS"
"500","1.0.3166.1","Country (ISO 3166-1)","Montserrat","MSR","1.0.3166.1","Country (ISO 3166-1)","MONTSERRAT","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","ORD116","NBS"
"500","1.0.3166.1","Country (ISO 3166-1)","Montserrat","MSR","1.0.3166.1","Country (ISO 3166-1)","MONTSERRAT","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC116","NBS"
"500","1.0.3166.1","Country (ISO 3166-1)","MONTSERRAT","MSR","1.0.3166.1","Country (ISO 3166-1)","MONTSERRAT","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM126","NBS"
"500","1.0.3166.1","Country (ISO 3166-1)","Montserrat","MSR","1.0.3166.1","Country (ISO 3166-1)","MONTSERRAT","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167","NBS"
"500","1.0.3166.1","Country (ISO 3166-1)","Montserrat","MSR","1.0.3166.1","Country (ISO 3166-1)","MONTSERRAT","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167_W","NBS"
"500","1.0.3166.1","Country (ISO 3166-1)","Montserrat","MSR","1.0.3166.1","Country (ISO 3166-1)","MONTSERRAT","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","INV153","NBS"
"500","L","Local","Acyclovir","500","L","Local","Acyclovir","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"501","L","Local","Amoxicillin","501","L","Local","Amoxicillin","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"502","L","Local","Aqueous Crystalline Penic","502","L","Local","Aqueous Crystalline Penic","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"503","L","Local","Azithromycin","503","L","Local","Azithromycin","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"504","1.0.3166.1","Country (ISO 3166-1)","MOROCCO","MAR","1.0.3166.1","Country (ISO 3166-1)","MOROCCO","YES","PHDC","1.3","2.16.840.1.113883.6.1","DEM126","NBS"
"504","1.0.3166.1","Country (ISO 3166-1)","Morocco","MAR","1.0.3166.1","Country (ISO 3166-1)","MOROCCO","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","NPP024","NBS"
"504","1.0.3166.1","Country (ISO 3166-1)","Morocco","MAR","1.0.3166.1","Country (ISO 3166-1)","MOROCCO","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","ORD116","NBS"
"504","1.0.3166.1","Country (ISO 3166-1)","Morocco","MAR","1.0.3166.1","Country (ISO 3166-1)","MOROCCO","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC116","NBS"
"504","1.0.3166.1","Country (ISO 3166-1)","MOROCCO","MAR","1.0.3166.1","Country (ISO 3166-1)","MOROCCO","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM126","NBS"
"504","1.0.3166.1","Country (ISO 3166-1)","Morocco","MAR","1.0.3166.1","Country (ISO 3166-1)","MOROCCO","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167","NBS"
"504","1.0.3166.1","Country (ISO 3166-1)","Morocco","MAR","1.0.3166.1","Country (ISO 3166-1)","MOROCCO","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167_W","NBS"
"504","1.0.3166.1","Country (ISO 3166-1)","Morocco","MAR","1.0.3166.1","Country (ISO 3166-1)","MOROCCO","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","INV153","NBS"
"504","L","Local","Bichloroacetic Acid","504","L","Local","Bichloroacetic Acid","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"505","L","Local","Benzathine Penicillin G","505","L","Local","Benzathine Penicillin G","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"506","L","Local","Butoconazole 2%","506","L","Local","Butoconazole 2%","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"507","L","Local","Cefixime","507","L","Local","Cefixime","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"508","1.0.3166.1","Country (ISO 3166-1)","MOZAMBIQUE","MOZ","1.0.3166.1","Country (ISO 3166-1)","MOZAMBIQUE","YES","PHDC","1.3","2.16.840.1.113883.6.1","DEM126","NBS"
"508","1.0.3166.1","Country (ISO 3166-1)","Mozambique","MOZ","1.0.3166.1","Country (ISO 3166-1)","MOZAMBIQUE","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","NPP024","NBS"
"508","1.0.3166.1","Country (ISO 3166-1)","Mozambique","MOZ","1.0.3166.1","Country (ISO 3166-1)","MOZAMBIQUE","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","ORD116","NBS"
"508","1.0.3166.1","Country (ISO 3166-1)","Mozambique","MOZ","1.0.3166.1","Country (ISO 3166-1)","MOZAMBIQUE","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC116","NBS"
"508","1.0.3166.1","Country (ISO 3166-1)","MOZAMBIQUE","MOZ","1.0.3166.1","Country (ISO 3166-1)","MOZAMBIQUE","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM126","NBS"
"508","1.0.3166.1","Country (ISO 3166-1)","Mozambique","MOZ","1.0.3166.1","Country (ISO 3166-1)","MOZAMBIQUE","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167","NBS"
"508","1.0.3166.1","Country (ISO 3166-1)","Mozambique","MOZ","1.0.3166.1","Country (ISO 3166-1)","MOZAMBIQUE","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167_W","NBS"
"508","1.0.3166.1","Country (ISO 3166-1)","Mozambique","MOZ","1.0.3166.1","Country (ISO 3166-1)","MOZAMBIQUE","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","INV153","NBS"
"508","L","Local","Cefoxitin","508","L","Local","Cefoxitin","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"509","L","Local","Ceftriaxone","509","L","Local","Ceftriaxone","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"51","1.0.3166.1","Country (ISO 3166-1)","ARMENIA","ARM","1.0.3166.1","Country (ISO 3166-1)","ARMENIA","YES","PHDC","1.3","2.16.840.1.113883.6.1","DEM126","NBS"
"51","1.0.3166.1","Country (ISO 3166-1)","Armenia","ARM","1.0.3166.1","Country (ISO 3166-1)","ARMENIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","NPP024","NBS"
"51","1.0.3166.1","Country (ISO 3166-1)","Armenia","ARM","1.0.3166.1","Country (ISO 3166-1)","ARMENIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","ORD116","NBS"
"51","1.0.3166.1","Country (ISO 3166-1)","Armenia","ARM","1.0.3166.1","Country (ISO 3166-1)","ARMENIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC116","NBS"
"51","1.0.3166.1","Country (ISO 3166-1)","ARMENIA","ARM","1.0.3166.1","Country (ISO 3166-1)","ARMENIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM126","NBS"
"51","1.0.3166.1","Country (ISO 3166-1)","Armenia","ARM","1.0.3166.1","Country (ISO 3166-1)","ARMENIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167","NBS"
"51","1.0.3166.1","Country (ISO 3166-1)","Armenia","ARM","1.0.3166.1","Country (ISO 3166-1)","ARMENIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167_W","NBS"
"51","1.0.3166.1","Country (ISO 3166-1)","Armenia","ARM","1.0.3166.1","Country (ISO 3166-1)","ARMENIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","INV153","NBS"
"51","2.16.840.1.113883.12.292","Vaccines administered (CVX)","Hib-Hep B","51","2.16.840.1.113883.12.292","Vaccines administered (CVX)","Haemophilus influenzae type b conjugate and Hepatitis B vaccine","NO","PHDC","1.3","2.16.840.1.113883.6.1","VAC101","NBS"
"51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","NO","PHDC","1.3","2.16.840.1.113883.6.1","NOT109","NBS"
"51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","NO","PHDC","1.3","2.16.840.1.113883.6.1","NOT116","NBS"
"51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","DEM162_W","NBS"
"51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS021","NBS"
"51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS032","NBS"
"51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS039","NBS"
"51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS052","NBS"
"51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC113","NBS"
"51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162","NBS"
"51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162_W","NBS"
"51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV117","NBS"
"51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV154","NBS"
"51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","NOT109","NBS"
"51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","51","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Virginia","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","NOT116","NBS"
"51","L","Local","EES (Erythromycin Ethylsuccinate), 800 mg, PO,  QI","51","L","Local","EES (Erythromycin Ethylsuccinate), 800 mg, PO,  QI","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT101","NBS"
"510","L","Local","Ciprofloxacin","510","L","Local","Ciprofloxacin","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"511","L","Local","Clotrimazole 1%","511","L","Local","Clotrimazole 1%","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"512","1.0.3166.1","Country (ISO 3166-1)","OMAN","OMN","1.0.3166.1","Country (ISO 3166-1)","OMAN","YES","PHDC","1.3","2.16.840.1.113883.6.1","DEM126","NBS"
"512","1.0.3166.1","Country (ISO 3166-1)","Oman","OMN","1.0.3166.1","Country (ISO 3166-1)","OMAN","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","NPP024","NBS"
"512","1.0.3166.1","Country (ISO 3166-1)","Oman","OMN","1.0.3166.1","Country (ISO 3166-1)","OMAN","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","ORD116","NBS"
"512","1.0.3166.1","Country (ISO 3166-1)","Oman","OMN","1.0.3166.1","Country (ISO 3166-1)","OMAN","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC116","NBS"
"512","1.0.3166.1","Country (ISO 3166-1)","OMAN","OMN","1.0.3166.1","Country (ISO 3166-1)","OMAN","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM126","NBS"
"512","1.0.3166.1","Country (ISO 3166-1)","Oman","OMN","1.0.3166.1","Country (ISO 3166-1)","OMAN","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167","NBS"
"512","1.0.3166.1","Country (ISO 3166-1)","Oman","OMN","1.0.3166.1","Country (ISO 3166-1)","OMAN","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167_W","NBS"
"512","1.0.3166.1","Country (ISO 3166-1)","Oman","OMN","1.0.3166.1","Country (ISO 3166-1)","OMAN","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","INV153","NBS"
"512","L","Local","Clotrimazole","512","L","Local","Clotrimazole","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"513","L","Local","Doxycycline","513","L","Local","Doxycycline","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"514","L","Local","Ethambutol","514","L","Local","Ethambutol","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"515","L","Local","Ethambutol","515","L","Local","Ethambutol","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"516","1.0.3166.1","Country (ISO 3166-1)","NAMIBIA","NAM","1.0.3166.1","Country (ISO 3166-1)","NAMIBIA","YES","PHDC","1.3","2.16.840.1.113883.6.1","DEM126","NBS"
"516","1.0.3166.1","Country (ISO 3166-1)","Namibia","NAM","1.0.3166.1","Country (ISO 3166-1)","NAMIBIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","NPP024","NBS"
"516","1.0.3166.1","Country (ISO 3166-1)","Namibia","NAM","1.0.3166.1","Country (ISO 3166-1)","NAMIBIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","ORD116","NBS"
"516","1.0.3166.1","Country (ISO 3166-1)","Namibia","NAM","1.0.3166.1","Country (ISO 3166-1)","NAMIBIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC116","NBS"
"516","1.0.3166.1","Country (ISO 3166-1)","NAMIBIA","NAM","1.0.3166.1","Country (ISO 3166-1)","NAMIBIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM126","NBS"
"516","1.0.3166.1","Country (ISO 3166-1)","Namibia","NAM","1.0.3166.1","Country (ISO 3166-1)","NAMIBIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167","NBS"
"516","1.0.3166.1","Country (ISO 3166-1)","Namibia","NAM","1.0.3166.1","Country (ISO 3166-1)","NAMIBIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167_W","NBS"
"516","1.0.3166.1","Country (ISO 3166-1)","Namibia","NAM","1.0.3166.1","Country (ISO 3166-1)","NAMIBIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","INV153","NBS"
"516","L","Local","Erythromycin","516","L","Local","Erythromycin","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"517","L","Local","Erythromycin Ethylsuccinate","517","L","Local","Erythromycin Ethylsuccinate","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"518","L","Local","Erythromycin","518","L","Local","Erythromycin","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"519","L","Local","Famciclovir","519","L","Local","Famciclovir","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT102","NBS"
"52","1.0.3166.1","Country (ISO 3166-1)","BARBADOS","BRB","1.0.3166.1","Country (ISO 3166-1)","BARBADOS","YES","PHDC","1.3","2.16.840.1.113883.6.1","DEM126","NBS"
"52","1.0.3166.1","Country (ISO 3166-1)","Barbados","BRB","1.0.3166.1","Country (ISO 3166-1)","BARBADOS","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","NPP024","NBS"
"52","1.0.3166.1","Country (ISO 3166-1)","Barbados","BRB","1.0.3166.1","Country (ISO 3166-1)","BARBADOS","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","ORD116","NBS"
"52","1.0.3166.1","Country (ISO 3166-1)","Barbados","BRB","1.0.3166.1","Country (ISO 3166-1)","BARBADOS","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC116","NBS"
"52","1.0.3166.1","Country (ISO 3166-1)","BARBADOS","BRB","1.0.3166.1","Country (ISO 3166-1)","BARBADOS","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM126","NBS"
"52","1.0.3166.1","Country (ISO 3166-1)","Barbados","BRB","1.0.3166.1","Country (ISO 3166-1)","BARBADOS","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167","NBS"
"52","1.0.3166.1","Country (ISO 3166-1)","Barbados","BRB","1.0.3166.1","Country (ISO 3166-1)","BARBADOS","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167_W","NBS"
"52","1.0.3166.1","Country (ISO 3166-1)","Barbados","BRB","1.0.3166.1","Country (ISO 3166-1)","BARBADOS","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","INV153","NBS"
"52","2.16.840.1.113883.12.292","Vaccines administered (CVX)","Hep A - adult","52","2.16.840.1.113883.12.292","Vaccines administered (CVX)","hepatitis A vaccine, adult dosage","NO","PHDC","1.3","2.16.840.1.113883.6.1","VAC101","NBS"
"52","L","Local","EES (Erythromycin Ethylsuccinate), 50 mg/kg/day, P","52","L","Local","EES (Erythromycin Ethylsuccinate), 50 mg/kg/day, P","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT101","NBS"
"520","1.0.3166.1","Country (ISO 3166-1)","NAURU","NRU","1.0.3166.1","Country (ISO 3166-1)","NAURU","YES","PHDC","1.3","2.16.840.1.113883.6.1","DEM126","NBS"
"520","1.0.3166.1","Country (ISO 3166-1)","Nauru","NRU","1.0.3166.1","Country (ISO 3166-1)","NAURU","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","NPP024","NBS"
"520","1.0.3166.1","Country (ISO 3166-1)","Nauru","NRU","1.0.3166.1","Country (ISO 3166-1)","NAURU","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","ORD116","NBS"
"520","1.0.3166.1","Country (ISO 3166-1)","Nauru","NRU","1.0.3166.1","Country (ISO 3166-1)","NAURU","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC116","NBS"
"520","1.0.3166.1","Country (ISO 3166-1)","NAURU","NRU","1.0.3166.1","Country (ISO 3166-1)","NAURU","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM126","NBS"
"520","1.0.3166.1","Country (ISO 3166-1)","Nauru","NRU","1.0.3166.1","Country (ISO 3166-1)","NAURU","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167","NBS"
"520","1.0.3166.1","Country (ISO 3166-1)","Nauru","NRU","1.0.3166.1","Country (ISO 3166-1)","NAURU","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167_W","NBS"
"520","1.0.3166.1","Country (ISO 3166-1)","Nauru","NRU","1.0.3166.1","Country (ISO 3166-1)","NAURU","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","INV153","NBS"
